1#如果观测值星历中有P1,P2则采用双频改正电离层误差，
如果没有则直接用C1观测值，忽略电离层误差
2#如果速度项值为0，则表示观测值星历中没有D1观测值，
无法进行速度解算，速度初始为0.值为1表示能正常解算速度
年  ,月,日,时,分, 秒 ,      X(m)             Y(m)             Z(m)       速度  XV(m/s)  YV(m/s)   ZV(m/s)   PDOP  卫星数
2008, 9,25, 0, 0,30.000,  -2148749.637,   4426650.261,   4044664.571      0     0.000     0.000     0.000   1.691  8
2008, 9,25, 0, 1, 0.000,  -2148750.070,   4426651.567,   4044664.900      0     0.000     0.000     0.000   1.692  8
2008, 9,25, 0, 1,30.000,  -2148749.292,   4426651.096,   4044666.517      0     0.000     0.000     0.000   1.495  9
2008, 9,25, 0, 2, 0.000,  -2148749.802,   4426649.668,   4044666.200      0     0.000     0.000     0.000   1.497  9
2008, 9,25, 0, 2,30.000,  -2148750.066,   4426651.162,   4044665.150      0     0.000     0.000     0.000   1.498  9
2008, 9,25, 0, 3, 0.000,  -2148747.630,   4426648.925,   4044664.279      0     0.000     0.000     0.000   1.499  9
2008, 9,25, 0, 3,30.000,  -2148749.867,   4426648.747,   4044663.980      0     0.000     0.000     0.000   1.501  9
2008, 9,25, 0, 4, 0.000,  -2148749.541,   4426648.680,   4044665.990      0     0.000     0.000     0.000   1.502  9
2008, 9,25, 0, 4,30.000,  -2148749.447,   4426648.241,   4044665.296      0     0.000     0.000     0.000   1.503  9
2008, 9,25, 0, 5, 0.000,  -2148750.627,   4426651.190,   4044664.835      0     0.000     0.000     0.000   1.504  9
2008, 9,25, 0, 5,30.000,  -2148749.014,   4426648.966,   4044664.897      0     0.000     0.000     0.000   1.505  9
2008, 9,25, 0, 6, 0.000,  -2148749.529,   4426649.527,   4044666.680      0     0.000     0.000     0.000   1.506  9
2008, 9,25, 0, 6,30.000,  -2148749.081,   4426648.782,   4044663.873      0     0.000     0.000     0.000   1.507  9
2008, 9,25, 0, 7, 0.000,  -2148749.283,   4426649.800,   4044666.492      0     0.000     0.000     0.000   1.508  9
2008, 9,25, 0, 7,30.000,  -2148749.023,   4426650.505,   4044664.486      0     0.000     0.000     0.000   1.508  9
2008, 9,25, 0, 8, 0.000,  -2148749.208,   4426650.621,   4044663.599      0     0.000     0.000     0.000   1.509  9
2008, 9,25, 0, 9,30.000,  -2148749.630,   4426651.382,   4044664.475      0     0.000     0.000     0.000   1.511  9
2008, 9,25, 0,10, 0.000,  -2148748.749,   4426649.577,   4044665.299      0     0.000     0.000     0.000   1.511  9
2008, 9,25, 0,10,30.000,  -2148749.729,   4426650.598,   4044664.832      0     0.000     0.000     0.000   1.512  9
2008, 9,25, 0,11, 0.000,  -2148749.989,   4426654.018,   4044666.298      0     0.000     0.000     0.000   1.512  9
2008, 9,25, 0,11,30.000,  -2148749.393,   4426652.573,   4044664.989      0     0.000     0.000     0.000   1.512  9
2008, 9,25, 0,12, 0.000,  -2148749.853,   4426655.266,   4044666.598      0     0.000     0.000     0.000   1.512  9
2008, 9,25, 0,12,30.000,  -2148750.058,   4426652.302,   4044664.931      0     0.000     0.000     0.000   1.512  9
